carat,cut,color,clarity,depth,table,x,y,z
1.21,Ideal,H,VS2,62.3,56,6.87,6.78,4.28
0.7,Ideal,E,VS2,61.7,57,5.72,5.74,3.52
1.57,Very Good,J,VS1,63.9,55,7.57,7.54,4.68
0.4,Very Good,E,VS1,62.9,58,4.67,4.71,2.96
0.54,Ideal,D,SI1,62.1,56,5.24,5.19,3.24
0.7,Very Good,E,SI1,62.6,57,5.64,5.67,3.55
0.28,Very Good,H,VS2,61.4,56,4.18,4.21,2.58
0.59,Ideal,E,SI1,62,55,5.38,5.42,3.35
0.75,Very Good,D,SI2,60.3,58,5.89,5.94,3.55
0.34,Very Good,G,VS2,61.2,56,4.52,4.55,2.78
1.2,Ideal,E,SI2,61.3,58,6.86,6.82,4.19
0.33,Ideal,G,VS1,60.6,57,4.49,4.51,2.7
0.3,Ideal,F,VS2,62.6,57,4.28,4.31,2.68
2.11,Premium,H,SI2,60.7,59,8.3,8.24,5.02
0.35,Ideal,F,VVS2,61.2,57,4.54,4.58,2.77
0.51,Good,E,SI1,63.5,57,5.05,5.09,3.2
0.24,Very Good,E,VVS2,58.9,59,4.07,4.1,2.39
0.3,Ideal,G,VS2,62.8,55,4.33,4.29,2.69
1.07,Premium,H,SI1,61.7,60,6.55,6.45,4.03
1.83,Premium,D,SI2,58.2,61,8.09,7.94,4.73
0.9,Premium,D,SI1,61.5,60,6.12,6.1,3.76
2.24,Premium,I,SI1,61.6,58,8.4,8.46,5.17
0.54,Ideal,E,VS1,61,56,5.25,5.26,3.23
0.39,Very Good,E,VS2,62.1,55,4.67,4.63,2.92
0.23,Very Good,E,VS2,62.5,58,3.91,3.96,2.46
0.52,Ideal,E,VS2,61.2,56,5.22,5.24,3.17
0.28,Very Good,F,VVS1,59.8,57,4.25,4.28,2.55
0.54,Very Good,G,VS1,61.8,59,5.16,5.22,3.2
0.9,Very Good,F,SI2,60.3,59,6.23,6.32,3.74
0.3,Ideal,E,VS2,61.8,55,4.31,4.28,2.67
1.2,Very Good,J,VS1,62.8,58,6.73,6.78,4.26
1.1,Very Good,E,SI2,60,60,6.65,6.76,4.03
1.56,Premium,E,VS1,62.4,60,7.41,7.32,4.61
0.7,Good,D,SI2,59.2,59,5.76,5.73,3.42
0.43,Ideal,D,VS1,62.1,57,4.82,4.84,2.98
0.54,Ideal,J,SI1,62.4,54,5.22,5.27,3.26
0.3,Ideal,E,SI1,61.7,56,4.35,4.31,2.67
1.01,Good,F,SI1,65.5,58,6.15,6.25,4.06
0.37,Good,I,VS2,63.1,55,4.58,4.6,2.89
0.53,Ideal,G,VS1,61.9,56,5.18,5.17,3.22
1.11,Very Good,F,SI1,60.3,60,6.61,6.68,4.03
1.34,Ideal,E,SI2,61.9,55,7.15,7.08,4.32
1.14,Premium,H,SI1,59.1,60,6.84,6.79,4.02
0.7,Ideal,J,VVS2,62.1,56,5.71,5.74,3.54
1.36,Fair,G,SI2,66,54,7.03,6.99,4.55
0.3,Very Good,G,VVS2,59.7,62,4.36,4.38,2.58
1.37,Ideal,G,VS2,62.1,54,7.12,7,4.44
0.7,Premium,G,VS2,61.8,59,5.63,5.57,3.48
0.7,Fair,G,I1,66.5,58,5.61,5.52,3.68
1.01,Premium,F,VS1,59.4,60,6.5,6.45,3.84
1.71,Good,G,VS1,63.6,56,7.51,7.44,4.82
1.5,Premium,F,VS1,59.6,60,7.47,7.42,4.45
0.43,Premium,E,VS2,60,60,4.88,4.91,2.95
0.34,Ideal,D,SI1,62.3,57,4.45,4.49,2.79
1.03,Fair,I,I1,64.5,56,6.33,6.22,4.07
1.02,Premium,G,SI2,62.5,59,6.41,6.35,4
0.36,Very Good,E,SI1,62.9,55,4.56,4.53,2.86
1.23,Ideal,J,VS2,61.3,54,6.96,6.92,4.26
0.9,Very Good,D,SI1,62.4,59,6.13,6.23,3.85
1.01,Fair,F,SI1,65.9,55,6.17,6.12,4.05
2,Very Good,J,SI2,63.4,59,7.95,8.02,5.03
1.67,Very Good,H,VS2,62.8,58,7.6,7.67,4.74
0.23,Premium,G,VVS1,59.2,61,4.04,4.02,2.39
0.37,Premium,D,VVS2,59.2,58,4.68,4.62,2.8
1.75,Premium,D,SI2,60.9,61,7.76,7.68,4.76
2.16,Premium,H,I1,59.7,60,8.41,8.37,5.01
1.02,Ideal,H,SI1,61.8,56,6.47,6.41,4.01
0.3,Ideal,G,VVS2,61.5,56,4.32,4.36,2.66
1,Ideal,F,SI2,61.8,57,6.39,6.43,3.96
0.72,Very Good,G,SI2,60.6,59,5.74,5.8,3.49
0.36,Premium,F,SI1,61.5,59,4.63,4.57,2.81
0.26,Very Good,D,VS1,62.1,58,4.12,4.14,2.56
1.61,Premium,H,VS2,60,60,7.63,7.61,4.58
0.71,Good,F,SI1,63.7,57,5.61,5.58,3.57
0.52,Ideal,G,SI1,62.2,54,5.15,5.18,3.23
0.32,Premium,F,VS2,61.3,59,4.41,4.35,2.69
0.33,Ideal,D,VS2,61.1,56,4.54,4.5,2.75
0.56,Premium,D,SI1,61.4,57,5.33,5.27,3.26
0.7,Ideal,F,VS2,60.8,58,5.7,5.74,3.47
0.72,Premium,D,SI1,61.4,59,5.75,5.73,3.53
0.7,Premium,E,VS1,62.2,58,5.59,5.55,3.5
1.02,Very Good,H,VS1,63,59,6.37,6.44,4.02
0.52,Premium,G,VS1,62.3,59,5.15,5.13,3.2
0.32,Ideal,F,VVS2,61.3,56,4.41,4.43,2.71
1.11,Good,I,SI1,57.8,62,6.91,6.81,4.11
0.5,Ideal,G,SI2,62.1,55,5.09,5.14,3.18
0.54,Premium,J,IF,60.5,58,5.27,5.28,3.21
0.8,Fair,H,I1,64.5,59,5.86,5.82,3.76
0.79,Good,F,SI1,58.1,64,6.06,6.1,3.46
0.31,Ideal,G,VVS1,59.5,56,4.41,4.37,2.63
1.01,Premium,I,SI2,61.7,60,6.4,6.47,3.93
0.53,Premium,G,SI1,58.6,61,5.24,5.24,3.12
0.43,Very Good,J,VVS2,62.9,58,4.83,4.87,3.02
0.31,Ideal,D,SI1,62.7,54,4.33,4.31,2.73
0.77,Ideal,D,VVS2,62,55,5.85,5.9,3.65
0.31,Ideal,E,VVS2,62,54,4.34,4.36,2.69
0.52,Ideal,D,VS2,61.8,55,5.19,5.14,3.2
0.31,Ideal,G,VS2,62.4,55,4.33,4.28,2.7
0.27,Very Good,E,VVS2,61.7,55,4.15,4.19,2.58
1.53,Very Good,H,SI2,61.4,58,7.33,7.37,4.54
2.01,Premium,G,SI1,61.8,60,8.06,8,4.96
0.58,Very Good,D,SI2,63.1,56,5.34,5.27,3.35
0.41,Very Good,J,VS1,60.8,59,4.84,4.87,2.91
2.22,Ideal,J,VS2,62.4,55,8.31,8.27,5.2
0.71,Ideal,J,VS2,61.4,56,5.76,5.71,3.52
1,Ideal,E,I1,61.8,56,6.45,6.4,3.97
1,Very Good,D,VS2,59.8,58,6.56,6.49,3.91
0.31,Premium,G,VS1,62.1,58,4.34,4.32,2.7
0.94,Very Good,D,VS1,60,62,6.38,6.38,3.84
1.21,Ideal,G,VVS2,60.6,57,6.9,6.91,4.15
1.04,Ideal,E,SI2,62,57,6.47,6.51,4.03
0.4,Ideal,F,VVS2,61.8,55,4.73,4.81,2.94
0.42,Premium,D,SI2,60.1,58,4.85,4.8,2.94
1.47,Fair,H,SI2,63,58,7.17,7.15,4.55
0.35,Ideal,E,VS2,62.2,57,4.55,4.48,2.82
0.41,Ideal,E,VVS2,60.9,57,4.83,4.8,2.93
0.7,Premium,F,SI1,61.7,60,5.69,5.72,3.49
1.5,Very Good,H,VS1,59.6,58,7.34,7.42,4.38
0.31,Ideal,H,VVS1,61.5,55,4.36,4.41,2.69
0.41,Very Good,F,SI2,62.4,53,4.76,4.77,2.97
1.73,Premium,H,SI1,62.4,58,7.64,7.68,4.77
1.52,Premium,H,SI2,62,58,7.39,7.33,4.56
1,Premium,I,SI1,60.1,62,6.44,6.48,3.86
0.72,Very Good,E,SI2,63.4,55,5.67,5.72,3.6
0.71,Ideal,D,SI2,62,56,5.75,5.69,3.56
1.17,Ideal,F,SI1,61.8,55,6.76,6.81,4.18
0.51,Premium,G,VS1,59.6,57,5.18,5.24,3.12
0.72,Very Good,G,SI1,62.4,58,5.74,5.81,3.55
1.23,Ideal,I,SI2,62.1,54,6.8,6.87,4.24
0.38,Ideal,E,VVS1,62.4,56,4.64,4.68,2.91
0.53,Ideal,D,VS2,61.2,55,5.24,5.21,3.21
0.4,Good,E,SI2,63.9,58,4.66,4.64,3
0.92,Very Good,G,SI2,61.8,59,6.17,6.24,3.8
0.41,Ideal,F,SI1,62.2,57,4.72,4.76,2.94
0.34,Ideal,E,VS2,62.5,55,4.44,4.47,2.77
1.04,Premium,G,VS2,62.3,58,6.52,6.46,4.05
0.3,Very Good,D,VS2,60.3,57,4.34,4.33,2.63
1.16,Premium,I,VS2,62.2,59,6.71,6.64,4.19
0.33,Ideal,E,VVS1,61.9,56,4.43,4.46,2.74
0.36,Premium,F,SI1,61.1,59,4.6,4.54,2.8
0.71,Ideal,H,SI2,62.6,55,5.67,5.71,3.56
2.01,Fair,G,SI1,70.6,54,7.84,7.82,5.27
0.3,Ideal,D,VVS2,62.4,54,4.3,4.32,2.69
0.5,Ideal,J,VS2,62.5,53,5.08,5.11,3.18
0.91,Ideal,H,VVS1,62.6,56,6.2,6.24,3.87
0.3,Ideal,G,VS1,61.4,57,4.28,4.32,2.63
2.03,Premium,H,I1,60.8,61,8.22,8.09,4.94
0.54,Ideal,E,SI1,60.6,57,5.28,5.28,3.18
0.62,Very Good,H,SI1,61.4,59,5.51,5.52,3.39
1.01,Premium,E,VS2,62.1,57,6.42,6.39,3.95
0.25,Very Good,G,VVS1,61.4,57,4.05,4.07,2.49
1.01,Ideal,E,SI1,62.6,56,6.36,6.4,4.01
0.32,Ideal,H,SI1,60.6,57,4.4,4.42,2.68
0.31,Premium,F,VS2,59.7,60,4.45,4.44,2.64
1.23,Good,D,SI1,60.7,61,6.9,6.95,4.19
0.73,Ideal,G,VS1,60.8,57,5.81,5.83,3.54
0.36,Ideal,H,IF,61.3,56,4.56,4.61,2.82
1.09,Premium,H,SI2,62.1,58,6.64,6.7,4.09
0.7,Ideal,E,VS1,60.5,56,5.74,5.76,3.51
0.61,Ideal,E,VVS2,62.4,58,5.42,5.45,3.38
1.01,Very Good,G,VS1,63.6,58,6.33,6.36,4.04
0.53,Premium,D,VS1,59.3,59,5.26,5.26,3.14
0.62,Ideal,F,VS1,61.2,55,5.56,5.59,3.35
1.01,Very Good,E,SI1,59.7,59,6.47,6.44,3.88
0.33,Premium,H,VS2,62.4,59,4.43,4.39,2.74
1.23,Ideal,H,I1,61.3,56,6.89,6.82,4.25
0.6,Very Good,F,VVS1,61.4,60,5.39,5.37,3.33
0.33,Ideal,E,VVS2,60.7,57,4.46,4.49,2.72
0.32,Ideal,H,VS2,62,55,4.39,4.4,2.73
1,Fair,I,I1,68,56,6.19,6.04,4.17
1.17,Very Good,H,SI2,62.2,58,6.63,6.69,4.2
0.79,Ideal,E,VS2,61.3,56,5.98,5.96,3.67
0.72,Ideal,G,VS1,61.7,60,5.77,5.78,3.57
1.72,Premium,F,SI2,60.2,58,7.77,7.7,4.66
1.01,Ideal,F,VS1,61.1,56,6.44,6.47,3.98
0.39,Ideal,G,VVS2,61.6,56,4.64,4.68,2.9
0.72,Ideal,H,VVS2,61.5,56,5.75,5.79,3.54
0.71,Very Good,E,VVS2,63.4,56,5.7,5.71,3.58
1.05,Premium,G,VS2,61.9,58,6.53,6.59,4.05
0.69,Premium,H,SI1,62.2,59,5.73,5.69,3.53
0.61,Ideal,H,VS1,61.6,56.9,5.44,5.46,3.36
0.7,Good,H,VVS2,60.5,61,5.7,5.8,3.47
1.7,Premium,G,VS2,60.6,60,7.69,7.71,4.64
1.51,Fair,E,SI1,65,58,6.99,7,4.62
1.2,Ideal,H,VS1,61,58,6.8,6.89,4.18
1.09,Ideal,G,VS1,60.4,57,6.68,6.73,4.02
0.46,Ideal,G,IF,61.6,56,4.97,5.01,3.07
1,Good,E,VS1,62.1,64,6.43,6.4,3.97
0.32,Premium,J,VS1,61.7,58,4.38,4.39,2.71
3,Premium,I,SI2,60.5,58,9.38,9.14,5.58
0.34,Premium,G,VS2,61.2,58,4.49,4.53,2.74
0.38,Ideal,E,SI1,61,56,4.63,4.69,2.87
1.12,Ideal,G,VS2,60.9,56,6.73,6.79,4.08
0.31,Premium,G,VS1,62.1,56,4.39,4.35,2.69
1.01,Good,D,SI2,64.6,55,6.37,6.31,4.07
0.41,Ideal,F,VS1,62.6,54,4.77,4.72,2.98
0.36,Ideal,F,VVS2,60.4,60,4.63,4.59,2.79
0.31,Ideal,E,SI2,60.1,57,4.41,4.44,2.67
0.7,Ideal,F,VS1,61.2,55,5.72,5.75,3.5
0.38,Ideal,E,VS1,62.1,57,4.61,4.66,2.89
0.81,Very Good,D,SI1,61.3,53,6.01,6.03,3.7
1.01,Premium,F,VS2,60.3,59,6.57,6.51,3.93
1.27,Premium,I,SI1,62.2,58,6.9,6.86,4.31
0.3,Good,D,SI1,63.4,56,4.26,4.3,2.71
0.57,Very Good,E,IF,61,56,5.31,5.35,3.25
0.5,Good,F,VS2,61.3,61,5.09,5.22,3.13
0.71,Ideal,H,SI1,61.1,56,5.76,5.86,3.53
1.11,Premium,H,SI1,61.1,61,6.68,6.58,4.06
0.81,Good,G,VS2,62.9,58,5.86,5.89,3.67
0.53,Ideal,H,SI2,61.9,56,5.22,5.18,3.24
1.46,Premium,H,SI2,60.1,60,7.4,7.35,4.36
0.41,Premium,G,VS2,61.7,60,4.7,4.74,2.91
0.23,Very Good,F,VVS2,58.1,63,4.09,4.13,2.36
0.3,Ideal,E,VVS2,62.1,57,4.28,4.32,2.66
1.11,Premium,G,VS2,62.7,57,6.64,6.6,4.14
2.01,Ideal,G,SI2,60.9,56,8.07,8.11,4.94
0.5,Ideal,E,VS2,63,55,5.12,5.04,3.19
1.51,Ideal,E,SI2,62.1,57,7.32,7.36,4.51
0.31,Ideal,D,SI1,62.4,53,4.35,4.31,2.7
1.14,Very Good,G,SI1,60.2,60,6.67,6.73,4.08
1.01,Good,J,SI2,61.5,62,6.39,6.37,3.94
1.39,Premium,E,VS2,60.7,62,7.24,7.16,4.4
0.62,Premium,I,VS1,61.7,61,5.48,5.43,3.37
1.54,Very Good,G,SI1,62,60,7.33,7.37,4.56
1.33,Premium,G,VS1,59.7,59,7.22,7.16,4.24
0.71,Premium,E,VS2,62.2,59,5.79,5.75,3.55
0.56,Ideal,D,SI1,62.5,55,5.23,5.3,3.28
1.2,Premium,H,SI2,62.5,59,6.73,6.68,4.2
0.32,Ideal,G,SI1,62.6,57,4.35,4.37,2.73
0.53,Ideal,G,VVS2,60.4,56,5.27,5.24,3.19
0.41,Very Good,H,VS2,62.1,57,4.76,4.78,2.95
0.32,Ideal,F,VVS1,62.5,53,4.38,4.42,2.73
1.52,Ideal,D,SI1,61.2,57,7.42,7.35,4.52
0.51,Ideal,E,VS2,61.8,55,5.11,5.16,3.17
0.35,Very Good,D,VVS2,61.9,59,4.5,4.54,2.79
0.38,Ideal,G,SI1,62.4,53.9,4.64,4.6,2.91
0.3,Ideal,E,SI1,62.9,57,4.3,4.26,2.69
0.7,Very Good,H,VVS2,62.5,57,5.63,5.7,3.52
1.5,Premium,F,VS1,62.3,59,7.2,7.25,4.51
0.31,Ideal,D,VS2,62.5,57,4.33,4.35,2.72
1.03,Ideal,J,SI1,62.7,56,6.43,6.48,4.05
1.13,Ideal,I,SI2,60.4,58,6.75,6.86,4.08
0.37,Very Good,G,VS1,58.4,62,4.76,4.8,2.75
0.63,Ideal,E,VS2,60.8,56,5.57,5.59,3.37
0.31,Ideal,H,VVS1,62.2,53,4.37,4.38,2.72
0.7,Premium,G,VS2,61.6,58,5.71,5.65,3.5
0.32,Ideal,I,VS1,62.4,55,4.38,4.34,2.75
0.5,Premium,G,VS1,60.9,60,5.14,5.11,3.1
0.71,Ideal,F,SI1,60.9,55,5.77,5.8,3.51
0.31,Ideal,G,VS1,62.9,57,4.34,4.31,2.72
1.02,Good,D,SI1,63.3,54,6.36,6.35,4.05
1.47,Premium,I,SI2,62.8,57,7.34,7.27,4.58
0.31,Premium,J,VS2,62.5,58,4.34,4.36,2.7
0.7,Ideal,H,SI1,62.1,57,5.7,5.71,3.54
0.31,Premium,G,VS1,61.8,60,4.35,4.32,2.7
0.7,Ideal,I,VVS2,62.5,54,5.69,5.72,3.57
1.26,Very Good,G,VVS2,61.5,57,6.87,6.91,4.26
0.8,Very Good,H,VS2,61.5,55,5.94,5.96,3.66
1.2,Very Good,G,VS2,63.5,57,6.74,6.66,4.3
0.51,Premium,E,SI2,60.3,59,5.26,5.17,3.13
1.52,Very Good,G,VS2,61.6,56,7.31,7.38,4.53
0.8,Ideal,F,VS2,62.7,57,5.95,6,3.67
2.25,Ideal,I,SI1,61.6,56,8.47,8.38,5.19
1.2,Very Good,D,SI2,63.2,58,6.67,6.64,4.19
0.56,Ideal,F,VVS2,60.3,57,5.38,5.35,3.25
1.39,Ideal,J,VS2,61.5,57,7.14,7.12,4.41
1.11,Premium,D,SI1,61.1,58,6.66,6.7,4.08
0.41,Premium,F,VS1,62.7,57,4.75,4.74,2.98
0.41,Premium,E,VS2,60.9,59,4.81,4.8,2.9
0.31,Premium,D,SI1,61.2,58,4.4,4.43,2.68
0.5,Fair,F,I1,68.4,56,4.89,4.76,3.29
1,Good,H,SI2,64.1,58,6.32,6.31,4.01
0.31,Premium,G,VS2,59.9,59,4.38,4.35,2.61
0.35,Very Good,D,VS1,59.9,56,4.58,4.64,2.75
0.51,Very Good,I,VS1,62.5,59,5.05,5.12,3.18
0.35,Premium,D,VVS2,62.3,56,4.56,4.51,2.81
1.5,Good,I,SI2,58.5,60,7.4,7.41,4.39
0.24,Good,F,VVS2,61.2,64,4,4.05,2.46
0.9,Ideal,F,SI1,62.3,55,6.17,6.15,3.85
0.41,Ideal,F,SI2,60,62,4.81,4.93,2.88
0.56,Very Good,E,SI2,59.7,57,5.49,5.44,3.22
1.5,Very Good,E,SI2,63.3,55,7.28,7.2,4.6
0.9,Very Good,F,SI1,63.3,62,6.07,6.04,3.84
1.39,Premium,E,VS2,62.1,59,7.18,7.14,4.44
1.02,Good,D,SI1,60.1,62,6.48,6.52,3.87
1.01,Very Good,F,SI2,62.2,58,6.37,6.43,3.96
0.71,Premium,E,SI1,61.1,56,5.74,5.7,3.52
0.33,Very Good,I,VS2,61.7,55,4.45,4.48,2.75
1.52,Premium,I,SI1,61.9,58,7.37,7.37,4.56
0.8,Premium,J,SI1,58.8,60,6.02,5.98,3.59
0.4,Ideal,G,VVS2,62.6,54,4.7,4.72,2.95
0.78,Fair,E,VS2,64.4,56,5.86,5.79,3.73
0.71,Premium,G,VS2,60.4,61,5.81,5.78,3.48
0.57,Very Good,E,SI1,60.2,57,5.4,5.41,3.26
0.37,Premium,H,SI1,63,55,4.59,4.61,2.88
1.71,Good,H,SI1,65.6,57,7.42,7.47,4.8
0.57,Ideal,H,VVS1,62.1,56,5.32,5.37,3.31
0.31,Ideal,E,VS1,60.7,57,4.39,4.34,2.66
0.5,Very Good,E,SI2,63.2,57,5.05,5.03,3.2
0.71,Ideal,D,VS1,60.4,56,5.77,5.79,3.5
1.08,Ideal,H,SI1,61.8,56,6.56,6.62,4.06
1,Premium,F,VS2,60.6,58,6.42,6.38,3.89
1.01,Good,H,SI1,64.6,58,6.27,6.32,4.04
0.3,Premium,F,VS2,60.4,58,4.37,4.35,2.61
1.07,Premium,G,SI2,62.9,61,6.55,6.45,4.1
0.35,Premium,G,SI2,59.4,59,4.64,4.61,2.73
0.34,Ideal,F,VS2,61.4,57,4.5,4.48,2.78
1.21,Premium,H,VS1,61.2,59,6.82,6.75,4.21
0.3,Very Good,I,SI1,62.2,59,4.24,4.28,2.65
1.7,Premium,G,VS1,59.4,60,7.79,7.71,4.63
0.42,Very Good,F,VS2,60.1,61,4.79,5.11,2.91
1.01,Ideal,E,SI1,60.7,57,6.52,6.48,3.97
1.29,Premium,H,VS2,61.6,59,7.02,6.95,4.32
0.4,Ideal,F,VS1,61.6,55,4.73,4.64,2.93
0.7,Very Good,E,VS2,61.8,59,5.7,5.73,3.53
0.52,Ideal,I,VS1,60.1,56,5.22,5.27,3.15
2.18,Ideal,I,SI2,62.5,56,8.31,8.33,5.2
1.5,Premium,H,SI2,61.2,60,7.41,7.33,4.5
0.41,Premium,E,VS1,62.3,58,4.74,4.72,2.96
0.3,Premium,E,VS2,62,60,4.25,4.28,2.65
0.28,Ideal,D,VS2,62.4,57,4.17,4.2,2.61
1.75,Premium,G,VS1,62.4,56,7.74,7.69,4.79
0.32,Ideal,F,VS2,61.5,56,4.44,4.4,2.71
0.74,Premium,F,VS2,61.2,59,5.82,5.78,3.56
2.3,Premium,I,SI2,62.9,58,8.37,8.28,5.28
2.14,Ideal,I,SI2,60.7,57,8.34,8.25,5.09
1,Premium,J,VS1,62.6,58,6.38,6.33,4.02
1.01,Good,F,SI1,63.4,59,6.32,6.39,4.02
0.93,Premium,D,SI2,62.6,56,6.26,6.24,3.89
1.04,Ideal,F,VVS2,61.6,57,6.53,6.45,4
0.41,Ideal,D,VVS2,62.3,55,4.77,4.75,2.98
0.54,Fair,I,SI1,60.4,61,5.26,5.23,3.17
1.01,Ideal,E,SI1,62.9,56,6.38,6.41,4.03
0.25,Ideal,G,VVS2,61.9,55,4.06,4.07,2.53
1.01,Premium,G,VS2,61.5,58,6.47,6.5,3.97
0.8,Very Good,F,SI2,61,56,6.01,6.03,3.67
1.57,Premium,G,SI1,59.8,59,7.6,7.51,4.51
0.42,Ideal,G,VVS2,62.1,56,4.82,4.85,2.98
0.31,Premium,H,VS1,62.9,58,4.31,4.27,2.7
0.76,Ideal,H,VVS2,61.3,56,5.89,5.96,3.62
1.06,Ideal,I,SI1,61.2,57,6.63,6.6,4.04
1.03,Very Good,D,VS1,62.3,59,6.43,6.48,3.99
0.32,Ideal,E,SI1,61.9,55,4.43,4.44,2.73
2.47,Ideal,G,I1,63.5,57,8.67,8.57,5.49
1.7,Premium,H,VS2,62.8,59,7.61,7.55,4.74
1.11,Ideal,I,SI1,61,57,6.67,6.67,4.09
0.29,Ideal,G,VS1,61.9,56,4.25,4.28,2.64
0.32,Ideal,F,VS1,61.9,56,4.38,4.41,2.72
0.34,Ideal,E,VVS1,62,54,4.48,4.52,2.78
1.32,Ideal,G,VS2,61.9,56,6.99,7.08,4.35
0.7,Very Good,E,VS2,60.5,58.1,5.69,5.76,3.47
1.02,Very Good,F,SI1,62.1,58,6.4,6.43,3.99
0.51,Premium,F,VS1,61.7,58,5.1,5.14,3.14
0.23,Good,E,VS2,63.4,54,3.84,3.85,2.45
1,Premium,E,SI2,61.1,62,6.47,6.41,3.93
0.74,Good,G,SI1,63.1,57,5.78,5.68,3.61
0.35,Ideal,G,VS1,62.1,56,4.52,4.55,2.81
0.32,Ideal,I,VS2,62.5,55,4.39,4.38,2.73
0.9,Good,D,SI1,64.4,60,5.95,5.99,3.85
0.51,Fair,H,VS1,57.3,60,5.31,5.3,3.06
0.31,Ideal,D,VS2,62.1,56,4.36,4.34,2.71
0.3,Very Good,E,VS2,62.4,55,4.25,4.32,2.65
1.09,Good,D,SI2,60,65,0,0,0
0.35,Ideal,F,VVS2,61.2,56,4.55,4.58,2.78
0.53,Very Good,J,SI1,62.7,57,5.16,5.18,3.23
1.22,Ideal,I,SI1,60.8,60,6.95,6.9,4.17
0.4,Ideal,D,VVS2,61.9,55,4.78,4.74,2.95
0.31,Good,G,SI1,63.2,59,4.26,4.22,2.71
0.33,Ideal,D,VS2,61.9,56,4.46,4.43,2.74
2.05,Ideal,J,VVS2,61.6,57,8.15,8.19,5.02
1.26,Very Good,G,VS2,59.6,60,7.03,7.19,4.22
0.28,Ideal,H,VS1,62.2,55,4.19,4.23,2.62
0.24,Very Good,E,VVS2,64.4,56,3.88,3.9,2.54
1.51,Fair,D,SI1,64.7,60,7.11,7.05,4.6
1.07,Fair,F,SI1,65.1,56,6.33,6.23,4.06
0.7,Premium,H,SI2,61.7,60,5.65,5.62,3.49
1.49,Fair,F,I1,64.5,62,7.15,7,4.6
0.3,Very Good,F,VS2,63,57,4.27,4.24,2.69
1.01,Ideal,I,SI1,61.9,55,6.44,6.49,3.98
0.72,Ideal,E,VS2,62.7,56,5.65,5.72,3.57
0.58,Ideal,F,VS1,60.6,55,5.42,5.43,3.29
0.52,Fair,F,SI1,57,60,5.41,5.35,3.01
1.87,Premium,G,SI2,63,58,7.9,7.84,4.97
0.71,Good,G,VS2,64.1,58,5.63,5.68,3.61
1.01,Ideal,G,VS2,61.9,58,6.38,6.42,3.97
0.44,Ideal,E,VVS2,61.5,57,4.95,4.91,2.99
1.05,Very Good,G,SI2,62.5,57.8,6.39,6.51,4.06
1.21,Good,G,VS2,63.8,56,6.74,6.67,4.28
0.33,Ideal,E,VS2,61.9,56,4.41,4.45,2.75
0.33,Premium,F,VS2,61.2,59,4.49,4.43,2.74
1.14,Premium,J,SI2,60.6,58,6.8,6.73,4.12
0.3,Ideal,G,VVS1,62,55,4.31,4.34,2.69
0.7,Ideal,D,SI1,60.7,56,5.76,5.79,3.51
0.32,Premium,G,IF,59.4,59,4.5,4.47,2.67
0.48,Ideal,F,VVS1,62,55,5.01,5.05,3.11
1.35,Good,I,VS2,57.8,62,7.26,7.19,4.23
0.3,Ideal,D,VS2,62.3,56,4.28,4.25,2.67
0.5,Ideal,F,VS2,61.1,57,5.11,5.13,3.13
0.71,Very Good,E,VVS1,62.8,60,5.71,5.75,3.58
1.06,Premium,E,SI2,61.7,59,6.54,6.57,4.03
1.43,Ideal,H,SI1,60.5,59,7.44,7.45,4.39
0.4,Premium,J,VS1,61,61,4.71,4.74,2.89
0.7,Ideal,I,SI1,59.9,58,5.8,5.85,3.46
1.02,Very Good,I,SI1,62.7,56,6.42,6.35,4.04
0.31,Ideal,J,VS2,62.2,57,4.32,4.35,2.7
1.07,Ideal,E,SI2,62.4,55,6.55,6.61,4.09
0.7,Ideal,G,VS2,62.1,56,5.68,5.7,3.52
1.64,Ideal,I,VVS2,62.3,56,7.53,7.59,4.65
0.5,Good,H,VVS2,63.5,57,5.05,5.07,3.2
0.54,Ideal,F,VS2,60.1,55,5.28,5.31,3.17
0.55,Ideal,D,VS2,61.4,56,5.25,5.3,3.25
1.01,Premium,F,SI2,62.2,60,6.39,6.38,3.96
1,Good,E,VVS2,57.8,62,6.62,6.58,3.83
0.32,Ideal,G,SI2,61.3,56,4.42,4.44,2.72
0.3,Very Good,G,VVS2,62.7,57,4.26,4.28,2.68
0.27,Ideal,H,SI1,61.6,57,4.14,4.18,2.57
0.9,Good,F,SI1,63.3,61,6.11,6.16,3.87
0.93,Very Good,J,VS2,63.1,56,6.2,6.24,3.92
1.06,Very Good,G,SI2,61,61,6.59,6.62,4.03
0.4,Ideal,J,SI1,61.2,55,4.79,4.76,2.92
0.96,Fair,I,VS1,64.9,58,6.22,6,4
0.41,Ideal,E,VVS2,61.4,57,4.82,4.82,2.94
1,Good,E,SI2,57.7,60,6.52,6.5,3.87
1.27,Premium,I,SI1,62.3,58,6.95,6.87,4.31
1,Very Good,F,VS1,59.8,59,6.56,6.52,3.92
0.46,Premium,F,SI2,60.8,58,4.98,4.94,3.05
0.41,Ideal,F,VS2,62,56,4.79,4.77,2.95
0.26,Very Good,H,VVS2,62.4,56,4.08,4.11,2.54
0.25,Ideal,F,VS1,62,56,4.04,4.1,2.52
0.33,Premium,G,VVS2,61.3,58,4.48,4.42,2.72
1.11,Very Good,H,SI1,62.5,57,6.61,6.68,4.11
0.56,Ideal,D,VS2,62.2,56,5.33,5.26,3.27
